age,income,employment_type,marital_status,time_spent_on_platform,number_of_sessions,fields_filled_percentage,previous_year_filing,device_type,referral_source,completed_filing
55,27211,full_time,divorced,96.67222121067147,8,0.5520608794757599,1,mobile,organic_search,1
51,29927,contractor,divorced,89.81869220084164,12,0.5093158112135754,0,desktop,organic_search,1
29,97463,contractor,married,39.07150958135059,14,0.5462521726672084,0,mobile,social_media_ad,1
36,44594,full_time,single,110.79502248401604,11,0.539375794602576,1,mobile,friend_referral,1
54,94852,contractor,married,78.95740473979862,7,0.9187009769760711,0,tablet,social_media_ad,0
61,97713,full_time,divorced,71.63264800470309,2,0.8724036408774691,0,desktop,friend_referral,1
34,96382,part_time,single,104.95549403771702,11,0.9116419204744192,1,tablet,organic_search,1
27,27933,unemployed,single,120.59085755915551,13,0.8409232261950388,0,tablet,social_media_ad,1
64,60696,part_time,single,66.06383823814548,7,0.7861302168786528,0,mobile,social_media_ad,0
29,85449,part_time,married,120.06791015294057,8,0.716724813838401,0,mobile,social_media_ad,1
33,87616,full_time,married,81.93588153743268,10,0.5592890958279453,0,tablet,friend_referral,1
41,26089,contractor,divorced,112.97862112065845,12,0.8232177746362694,1,mobile,organic_search,1
36,76548,part_time,single,111.57898407803667,14,0.481950643131116,0,desktop,organic_search,1
25,46123,part_time,single,95.86713103102807,8,0.7066369261402725,1,desktop,organic_search,1
48,27797,part_time,married,100.59745869122995,9,0.5171648611033696,0,tablet,friend_referral,1
38,70013,contractor,divorced,92.07599353044543,7,0.7028555829276752,1,desktop,social_media_ad,1
34,28346,contractor,divorced,105.27074513854988,11,0.576344447724613,0,tablet,friend_referral,1
40,105414,full_time,single,105.09412186030562,11,0.4320878017218918,1,desktop,organic_search,1
54,53672,part_time,married,81.52229592038597,13,0.7022254077183878,1,mobile,friend_referral,1
33,37653,unemployed,single,72.84336153719678,15,0.5090981252199714,1,desktop,friend_referral,1
23,69556,contractor,married,120.16708366380965,12,0.49669301954149186,0,mobile,friend_referral,1
25,46140,full_time,divorced,104.08021361308997,13,0.6306195386066193,0,tablet,organic_search,1
42,21184,part_time,single,117.39672565965172,12,0.617072294712018,0,desktop,social_media_ad,0
35,54493,unemployed,single,86.59192440712069,11,0.920174719367361,1,mobile,organic_search,1
42,64148,contractor,single,83.51123124410451,8,0.7387822137362252,0,mobile,friend_referral,1
29,44846,unemployed,divorced,79.76326144260284,13,0.9127404568808499,1,tablet,social_media_ad,1
32,42195,contractor,single,96.38484844059548,9,0.48810139248524553,1,tablet,social_media_ad,1
43,25606,full_time,divorced,104.64892575175821,13,0.6143861620333865,0,desktop,organic_search,1
58,23956,unemployed,married,89.12350265585135,13,0.7331977705621298,0,desktop,organic_search,1
62,36555,part_time,divorced,131.29649164663473,10,0.4918768416459685,1,desktop,social_media_ad,1
43,110385,part_time,married,87.15704414238618,13,0.4768342397948833,0,mobile,friend_referral,1
64,38690,contractor,divorced,104.97592270958368,9,0.7968409589271861,0,tablet,organic_search,1
49,78502,part_time,divorced,82.33913822006235,6,0.792300382481921,1,desktop,social_media_ad,1
27,68849,unemployed,single,86.5376000501804,12,0.5404951984515632,0,desktop,social_media_ad,1
33,46347,full_time,divorced,98.27324819304172,11,0.5362741332633445,1,mobile,friend_referral,1
24,118725,contractor,single,83.34727878526763,11,0.8472674675980503,1,desktop,social_media_ad,1
34,111321,unemployed,married,101.78830896119048,5,0.4701927036511572,0,mobile,organic_search,1
40,69056,contractor,married,108.80501827244804,13,0.953958098005994,0,mobile,social_media_ad,1
43,83851,full_time,single,121.86748858060389,12,0.9662431126243063,1,tablet,friend_referral,1
38,118234,contractor,married,78.40194114216526,7,0.9225953939015478,1,mobile,friend_referral,1
39,101502,part_time,divorced,103.35684611164625,8,0.5264063794159355,0,tablet,friend_referral,1
24,116633,part_time,single,98.76103749016764,13,0.4100810498643177,0,mobile,organic_search,0
31,101418,contractor,single,63.036374810814955,11,0.962014505095138,0,tablet,organic_search,1
32,90211,full_time,single,77.42425806810844,12,0.6063830964121067,1,mobile,organic_search,1
24,61850,full_time,married,109.49894571770706,12,0.5862461589930077,0,desktop,social_media_ad,1
26,98545,part_time,married,72.94686372030701,5,0.5570065480942896,0,tablet,friend_referral,1
65,47843,full_time,divorced,98.53159038623791,11,0.5467217038293339,1,tablet,friend_referral,1
25,82320,contractor,divorced,57.55115006349413,7,0.8407319742649939,0,mobile,friend_referral,1
40,49793,unemployed,single,97.9409526414538,13,0.9447361770924556,0,desktop,organic_search,1
46,59516,contractor,divorced,58.929821775612055,8,0.8716338195611346,1,desktop,friend_referral,1
35,37857,part_time,married,87.90842914587458,9,0.8044647795750044,0,tablet,social_media_ad,1
48,39627,part_time,divorced,91.24522556435048,6,0.5726545376868581,1,desktop,social_media_ad,1
47,81822,part_time,married,102.4605112505631,11,0.7281780851766623,0,desktop,organic_search,1
56,104101,full_time,divorced,94.94897760180307,17,0.5421803035749622,0,mobile,organic_search,1
52,111561,contractor,married,75.28198908082112,10,0.46690426252417455,0,desktop,organic_search,0
35,72248,unemployed,married,75.65570017729041,14,0.47217577744031664,1,desktop,friend_referral,1
59,75798,contractor,divorced,67.71782795467976,12,0.7622614631428997,0,desktop,friend_referral,0
56,113368,unemployed,divorced,104.129710088469,12,0.4230877952660846,0,desktop,friend_referral,1
34,64116,contractor,married,103.24706396524475,8,0.9839526974821705,0,mobile,social_media_ad,1
31,95318,part_time,single,113.38816429567632,5,0.9972798780979149,0,mobile,social_media_ad,1
48,107902,unemployed,divorced,89.99716693926747,10,0.48965481474965844,1,desktop,friend_referral,1
41,48557,contractor,married,65.31313222551225,8,0.6563814458188424,0,mobile,social_media_ad,0
52,91334,full_time,divorced,93.6800141147654,16,0.860845611133289,1,tablet,social_media_ad,1
61,95163,full_time,divorced,100.2209398487778,10,0.9730400961715193,1,mobile,organic_search,1
62,98002,contractor,divorced,76.70502015332559,8,0.9347927046655391,0,mobile,friend_referral,0
51,62614,part_time,divorced,78.60320607769033,12,0.5528531103355987,0,mobile,social_media_ad,1
20,32720,unemployed,divorced,109.01846171515167,8,0.4511181602857691,0,tablet,social_media_ad,0
54,77608,contractor,single,102.01243092420366,7,0.5732376164514359,1,tablet,friend_referral,1
60,92095,full_time,single,122.6573884744009,7,0.6623424658598058,0,tablet,friend_referral,1
57,104694,unemployed,single,134.44201616990676,12,0.6159629903276347,0,mobile,organic_search,1
43,116452,full_time,married,69.94382727930372,9,0.8643214737398071,1,tablet,organic_search,1
40,107593,full_time,single,91.62264688782982,5,0.5546727327389944,1,tablet,friend_referral,1
61,55892,contractor,single,102.4726893404072,9,0.9151822694421352,0,mobile,social_media_ad,1
56,97242,full_time,married,107.27146798458521,11,0.5353806565640704,1,desktop,organic_search,1
32,97606,unemployed,single,120.31762368431477,16,0.6168112269624229,0,mobile,friend_referral,1
21,20924,part_time,divorced,114.5724992873244,10,0.6686854406331788,0,mobile,organic_search,1
46,71322,contractor,single,122.76860233123276,9,0.5747308855306827,0,mobile,social_media_ad,1
39,46478,unemployed,single,101.2272041270134,9,0.85982334220794,1,desktop,social_media_ad,1
42,91042,contractor,single,87.42992506164984,11,0.6457283268501631,0,mobile,friend_referral,1
30,66418,full_time,divorced,138.99913038774682,13,0.9322154640555124,0,mobile,organic_search,1
35,82217,full_time,divorced,103.06650358524516,9,0.9781531951212582,0,desktop,social_media_ad,1
50,110140,unemployed,divorced,95.16305019993064,10,0.9158842915270117,0,mobile,social_media_ad,1
33,100846,unemployed,divorced,78.5556136964993,8,0.7135751033658949,0,mobile,organic_search,1
62,93762,part_time,married,103.1893682887531,5,0.7058850415682945,0,mobile,friend_referral,1
59,31781,unemployed,divorced,120.08980052739639,7,0.5295235883683691,0,desktop,organic_search,1
61,25515,unemployed,divorced,89.99069209761205,7,0.7553665974840651,0,mobile,organic_search,1
19,56133,contractor,divorced,97.33240903201578,7,0.971635435264061,0,desktop,organic_search,1
52,102508,full_time,divorced,104.98312883086908,13,0.4483639165882452,0,desktop,organic_search,1
59,117628,unemployed,married,109.4434953912481,6,0.8514744486070474,0,tablet,organic_search,1
51,96946,part_time,single,94.80329767799272,4,0.9217237325943112,0,mobile,social_media_ad,1
47,105058,unemployed,single,92.1278160297848,8,0.9920220906973884,0,mobile,friend_referral,1
30,29095,full_time,divorced,89.78475961076754,7,0.6008546294601582,1,tablet,friend_referral,1
30,108583,unemployed,divorced,77.86807218466812,13,0.6133444877409948,0,tablet,social_media_ad,1
35,40470,contractor,divorced,84.59643925319003,5,0.5378651449942895,0,mobile,friend_referral,1
49,63129,full_time,single,84.05866482921094,10,0.8734381755887477,1,mobile,friend_referral,1
49,28531,unemployed,single,69.15645831114344,8,0.4840237602688079,0,tablet,organic_search,0
52,57038,contractor,divorced,119.85889339516179,7,0.5606601767789448,1,mobile,friend_referral,1
56,107939,full_time,single,107.19135476576308,9,0.5771574146622844,0,mobile,organic_search,1
63,62674,unemployed,married,102.8445423331839,11,0.6249583712341521,0,mobile,friend_referral,1
46,114658,contractor,divorced,126.09095969627802,7,0.6529989421671578,0,tablet,social_media_ad,1
46,102476,part_time,divorced,114.35694765277489,8,0.7354149788679074,1,tablet,friend_referral,1
61,49831,contractor,married,84.20768686825181,8,0.9690239928986863,0,desktop,social_media_ad,1
33,77174,part_time,married,123.46782122633408,7,0.5483678485664799,1,desktop,organic_search,1
61,31279,unemployed,single,119.44523034959776,10,0.8675323533553934,0,mobile,organic_search,1
64,58220,contractor,married,77.64156672846184,10,0.8058341733210346,1,mobile,organic_search,1
27,80610,part_time,divorced,118.05562137202307,14,0.46963013784855007,0,desktop,organic_search,1
47,72719,full_time,single,90.65500855801554,22,0.8862260508162717,1,desktop,social_media_ad,0
42,73051,contractor,married,119.9429647788695,6,0.45436706777791896,1,desktop,friend_referral,1
56,92013,unemployed,single,93.24106465862086,11,0.8433557377872515,1,mobile,organic_search,1
37,76652,full_time,single,89.33334554569082,11,0.8294720471426524,0,mobile,organic_search,1
22,85524,part_time,single,91.3945175662106,10,0.8136411169822406,1,desktop,organic_search,1
18,102936,contractor,single,80.55663587701926,14,0.5660154060937301,1,tablet,social_media_ad,1
47,26470,contractor,married,70.3928744399421,7,0.7440201936940765,0,desktop,social_media_ad,1
20,87598,unemployed,divorced,50.020050803047795,15,0.8569466744800301,1,tablet,social_media_ad,1
62,61798,full_time,divorced,78.90654000001481,8,0.78255516695711,0,tablet,friend_referral,1
31,73473,contractor,married,152.61246560441302,7,0.8825834323268202,0,mobile,friend_referral,1
47,39880,contractor,divorced,109.56521777455059,11,0.8127294189555638,1,tablet,organic_search,1
21,64439,full_time,single,137.28445217584817,11,0.5646699328553388,1,tablet,social_media_ad,1
35,34308,contractor,single,93.63598817827213,5,0.49183392689388283,0,desktop,friend_referral,1
54,111563,full_time,single,90.63356965047069,10,0.7791873918088875,1,desktop,friend_referral,1
42,116256,full_time,married,134.33081315041713,13,0.8558550285224329,1,tablet,social_media_ad,1
65,55081,full_time,single,107.5152485670166,9,0.48539377141938,0,desktop,friend_referral,1
18,95242,unemployed,single,80.89449002614377,14,0.504892274717453,0,desktop,social_media_ad,1
63,70383,full_time,married,112.6583496899741,9,0.40724160835504375,1,desktop,social_media_ad,1
32,29837,full_time,single,125.01769237226299,8,0.7190495086215081,0,desktop,social_media_ad,1
26,72151,part_time,single,71.44255133682803,8,0.7253746286483096,0,tablet,organic_search,1
32,56824,part_time,divorced,109.29316663621373,9,0.7000454750792007,0,tablet,friend_referral,1
41,53073,unemployed,married,72.76550446848728,8,0.5896060112870293,1,tablet,organic_search,1
21,117624,full_time,single,123.93510648617905,7,0.6566867406952712,1,tablet,social_media_ad,1
29,113648,part_time,single,104.61396863843072,16,0.8597420622613814,0,tablet,friend_referral,1
54,46299,part_time,single,112.59322317752417,7,0.5090781287572612,0,mobile,friend_referral,1
54,119993,contractor,single,95.65112129240046,8,0.5209287319929667,1,desktop,organic_search,1
60,78861,full_time,divorced,64.36795141553351,7,0.800186958865954,0,mobile,organic_search,1
23,50063,part_time,divorced,91.17135679543296,18,0.9201405241515836,1,tablet,friend_referral,1
56,89453,unemployed,divorced,118.59679047944886,13,0.6042360809417818,0,desktop,organic_search,1
63,88472,contractor,divorced,139.87257565037035,12,0.9596465950879649,0,tablet,organic_search,1
41,34506,contractor,married,105.64580179777354,11,0.4346056441705915,0,mobile,social_media_ad,1
28,114341,full_time,single,86.27294844375628,16,0.4711115921928677,0,tablet,friend_referral,1
30,99854,full_time,divorced,110.71405556534864,9,0.6759757716958874,0,desktop,social_media_ad,1
51,46026,contractor,single,116.79789468571676,9,0.8340911365771237,1,tablet,social_media_ad,1
42,47672,unemployed,married,102.65507476150135,10,0.6225021788413656,0,tablet,friend_referral,0
24,58417,full_time,single,101.42428414664238,9,0.7328483741005609,1,desktop,friend_referral,1
21,72413,full_time,single,104.27216516640647,4,0.41714241138556074,0,mobile,social_media_ad,1
25,85066,contractor,divorced,100.87100754863995,11,0.6771005870027179,0,mobile,friend_referral,1
37,79213,contractor,divorced,105.95561926341294,14,0.545545320685085,1,desktop,social_media_ad,1
46,70971,full_time,married,136.5512650414781,13,0.7098213043215129,0,desktop,social_media_ad,1
62,47281,part_time,single,59.33393868789922,7,0.7154999231868622,0,mobile,organic_search,1
63,48091,full_time,divorced,95.23088611162234,9,0.8518953568462332,0,desktop,social_media_ad,1
27,70494,part_time,divorced,81.35291746351355,17,0.7239049767201413,1,mobile,friend_referral,1
60,38610,contractor,divorced,123.61606121132462,14,0.7685615036667528,1,tablet,social_media_ad,1
51,21079,part_time,married,97.1823566069124,6,0.7177879490380261,0,mobile,social_media_ad,1
43,115386,unemployed,single,111.19409551067959,10,0.9942264606314978,1,desktop,friend_referral,1
58,66751,contractor,divorced,128.54613555651736,8,0.8749716171539346,0,tablet,friend_referral,1
20,106126,full_time,single,78.37980788774,14,0.8533870168013636,1,desktop,organic_search,1
23,75432,full_time,married,89.44964724233705,13,0.7763556765962583,1,mobile,friend_referral,1
22,50951,contractor,single,126.4816473975719,6,0.7170224195985024,0,tablet,social_media_ad,1
22,100863,contractor,divorced,77.57874437319124,11,0.6068542837638214,1,mobile,friend_referral,1
64,98291,unemployed,single,90.12439299035266,9,0.8703807556529266,0,tablet,friend_referral,0
40,79872,contractor,single,67.9928900071518,11,0.5137654998323169,1,desktop,organic_search,1
26,27235,full_time,married,127.26726700147118,5,0.4219293399636515,0,mobile,social_media_ad,1
52,102733,unemployed,married,88.37506872838453,8,0.8189032267168608,1,tablet,organic_search,1
37,82712,full_time,single,107.02320934094232,8,0.48691101806724013,0,tablet,organic_search,1
59,41473,part_time,single,113.5196064848792,12,0.9422956496565587,0,tablet,social_media_ad,1
52,87567,contractor,single,83.93526259167808,8,0.8624088321817086,1,mobile,friend_referral,1
35,99823,part_time,married,61.919998366063076,6,0.76134662669638,0,desktop,social_media_ad,0
34,52230,full_time,married,95.61071805310472,13,0.5883547922047653,0,desktop,organic_search,1
41,104573,part_time,single,95.28344473508542,15,0.7827654154539042,0,tablet,organic_search,0
20,112588,part_time,married,98.78993042805246,7,0.6861140139310035,0,desktop,social_media_ad,1
49,88876,full_time,divorced,98.90034015411268,6,0.5746890806917986,1,mobile,organic_search,1
52,60644,full_time,married,90.02454315333642,15,0.9670473862580743,1,desktop,friend_referral,1
55,68664,contractor,married,89.24925396305362,11,0.49713364921989556,0,desktop,friend_referral,1
30,65203,part_time,married,105.95407057629572,9,0.8520302496525263,1,mobile,social_media_ad,1
64,86677,unemployed,divorced,83.52285219940647,14,0.8800231407351006,1,mobile,social_media_ad,1
42,45425,unemployed,divorced,98.09353103819363,23,0.9710767649069973,0,desktop,friend_referral,1
26,104817,full_time,divorced,88.74082537181054,14,0.7296498578812953,0,desktop,social_media_ad,0
21,105961,full_time,single,105.91210487286494,6,0.7209250966086194,1,desktop,friend_referral,1
31,117649,part_time,single,122.17152560636544,14,0.9521735254074035,0,tablet,friend_referral,1
54,89806,full_time,divorced,122.9875554623804,12,0.8806559556047135,0,mobile,friend_referral,1
51,62814,unemployed,single,125.78581745075348,9,0.8581818877272425,1,tablet,friend_referral,1
28,90219,contractor,single,93.31814449315763,8,0.8734822325267873,1,tablet,social_media_ad,1
58,69646,contractor,single,94.99906016337681,7,0.6959086548785722,1,tablet,friend_referral,1
20,59884,part_time,divorced,74.6209537308363,15,0.4248511706986281,1,tablet,friend_referral,1
45,115345,contractor,married,93.14901944335482,13,0.5189589301956875,0,desktop,organic_search,1
46,89322,full_time,divorced,93.8632435210427,7,0.7857952525985721,1,mobile,organic_search,1
26,41650,full_time,divorced,87.65704728761108,5,0.6376995510575629,1,desktop,organic_search,1
20,114242,full_time,single,87.56413713154531,10,0.7640621490382018,0,mobile,organic_search,1
42,29190,full_time,single,66.04603619642327,14,0.7310067416447557,1,tablet,social_media_ad,1
51,58196,part_time,married,73.16174808555205,7,0.6631961833341311,0,mobile,organic_search,1
29,59449,contractor,married,100.89087175157493,14,0.5408368128885677,0,mobile,organic_search,1
59,59661,unemployed,married,101.6414661255946,12,0.831375934467181,1,mobile,organic_search,1
26,49709,contractor,married,109.66111738991601,11,0.9454270778508375,1,mobile,social_media_ad,1
32,100428,full_time,divorced,94.82211059564693,7,0.8619782313704738,0,desktop,friend_referral,0
57,95179,unemployed,married,100.23308475664994,10,0.47202294167328956,0,tablet,organic_search,1
42,29943,part_time,divorced,125.01019098129596,10,0.7227698430998688,1,desktop,friend_referral,1
22,63240,full_time,single,98.94198352407005,7,0.9012197094193491,0,tablet,organic_search,1
28,65760,full_time,married,87.35861705718456,9,0.7545890692622195,1,desktop,social_media_ad,1
51,41042,unemployed,single,76.18104191884434,12,0.6637414965481226,0,desktop,social_media_ad,1
41,63894,part_time,single,115.9495972723686,16,0.5707278098829526,0,desktop,social_media_ad,1
32,26869,unemployed,divorced,65.93315193230633,9,0.5982344503518581,0,mobile,friend_referral,1
55,81078,part_time,married,83.23162760623798,11,0.5452940980588062,0,mobile,social_media_ad,0
25,76759,full_time,divorced,108.37158665872954,16,0.5174358707826049,0,mobile,friend_referral,1
22,64306,contractor,single,61.868936462983946,7,0.7533190891712978,0,mobile,social_media_ad,1
65,75371,full_time,married,87.71290424238579,7,0.7056308821681492,0,desktop,organic_search,1
43,40918,contractor,single,102.58335012591465,4,0.8408998505247297,0,desktop,organic_search,1
35,48379,contractor,single,92.33324691598825,11,0.5847577224149255,0,tablet,organic_search,1
23,110810,part_time,married,80.34622144943515,8,0.6764944483454782,1,mobile,organic_search,1
54,103232,unemployed,married,88.13111350238844,7,0.8082221314301612,0,mobile,friend_referral,1
65,22962,part_time,married,116.33968653308057,8,0.9779402710397062,0,mobile,social_media_ad,1
30,33851,full_time,divorced,136.62754781558485,9,0.6093222409842958,0,mobile,friend_referral,0
45,65747,unemployed,divorced,102.78977363187197,16,0.5789253217680251,0,mobile,friend_referral,1
22,72349,contractor,single,60.23430040301596,13,0.6695730225546178,1,mobile,organic_search,1
30,90832,contractor,married,111.36204554221189,17,0.8343243780781322,0,desktop,social_media_ad,0
34,76356,full_time,single,92.07232970888668,12,0.9769301787802128,1,mobile,friend_referral,1
57,34745,unemployed,single,78.09154295523093,16,0.7219217939895737,0,mobile,friend_referral,1
62,25730,full_time,single,83.99453897149671,10,0.8874641442379537,0,desktop,friend_referral,1
49,33921,full_time,single,84.84420304356237,3,0.678639883492596,0,tablet,friend_referral,1
46,118430,part_time,single,71.78304794444307,9,0.42391427721405206,1,desktop,social_media_ad,0
20,91138,full_time,married,98.73862445787266,9,0.9365267855666197,0,mobile,organic_search,1
57,103111,unemployed,divorced,136.56293598619652,10,0.5739268556191164,1,desktop,organic_search,1
51,39023,full_time,married,78.01617817994322,10,0.4831993847816159,0,mobile,friend_referral,1
57,65349,unemployed,married,135.94694050315007,13,0.9976968962972216,0,desktop,social_media_ad,1
44,101533,contractor,married,104.16233354952284,10,0.608439397767434,1,tablet,social_media_ad,1
30,103286,full_time,divorced,98.14205423087833,8,0.4819229664026216,0,mobile,friend_referral,0
62,61979,unemployed,divorced,93.56080169867714,7,0.5869253070629478,1,desktop,social_media_ad,1
50,42837,contractor,divorced,83.87711665069223,8,0.7083025760697474,0,desktop,friend_referral,1
23,34997,unemployed,married,105.83705203669028,3,0.4527742519017921,1,desktop,organic_search,1
41,108603,contractor,divorced,110.43958094391616,3,0.611572500618336,1,mobile,organic_search,1
36,65039,part_time,single,51.49714171382888,6,0.8013138536656361,1,desktop,organic_search,1
33,40923,full_time,divorced,150.86076678335297,6,0.9495592029421365,1,mobile,friend_referral,1
57,28876,full_time,married,63.7802726850109,13,0.6384626107360856,1,mobile,friend_referral,1
45,80973,contractor,married,89.55342394590429,6,0.7387385474469483,0,tablet,organic_search,1
50,22887,part_time,single,48.834242813471405,6,0.7816373199801665,1,tablet,friend_referral,1
65,83723,unemployed,divorced,94.64181503268887,13,0.4424520876026974,0,desktop,social_media_ad,1
58,62422,part_time,divorced,90.77072248284978,15,0.6053350254339903,0,mobile,organic_search,1
30,71413,unemployed,single,89.76613264401301,7,0.8105524090975079,1,desktop,social_media_ad,1
60,22841,unemployed,married,106.08667343787502,9,0.8413966518941443,1,mobile,social_media_ad,1
62,48756,full_time,married,95.12376554612543,6,0.6135712661042966,0,mobile,friend_referral,1
42,91576,contractor,divorced,110.76837598992539,11,0.40404175020988226,1,desktop,friend_referral,1
59,30304,full_time,divorced,75.2533850757165,11,0.40411936014845695,1,mobile,organic_search,1
53,50341,full_time,divorced,101.5476655366811,17,0.7228720106360318,0,desktop,friend_referral,0
44,24758,full_time,divorced,87.36638099688705,9,0.7308915379194731,1,mobile,friend_referral,1
55,37010,unemployed,divorced,92.59321106933545,4,0.7334316594266376,0,desktop,social_media_ad,1
24,80758,full_time,married,105.40697298361032,15,0.8330518394982309,1,desktop,friend_referral,1
22,51658,unemployed,married,89.91388537178219,7,0.9527616374164819,0,tablet,organic_search,1
60,69002,contractor,married,97.89668531845639,10,0.9941021246406095,0,tablet,friend_referral,1
62,21375,unemployed,married,76.9150917871323,8,0.8206400527749274,0,mobile,organic_search,1
48,119485,unemployed,single,121.91024460691824,6,0.7083992305743788,0,desktop,social_media_ad,1
40,42092,part_time,married,114.56888065989241,6,0.4845968789921889,0,desktop,social_media_ad,1
59,20490,full_time,single,101.99967113629496,10,0.6305051076399008,0,desktop,social_media_ad,1
27,23729,full_time,married,95.1467996234772,8,0.7434739994079285,1,desktop,organic_search,1
49,25974,full_time,divorced,97.91256790307595,12,0.999885088704259,0,desktop,social_media_ad,1
60,105216,full_time,divorced,121.48046745028569,17,0.476188973990878,0,mobile,social_media_ad,1
47,103860,part_time,divorced,113.15211137275689,15,0.8758458826921337,0,tablet,friend_referral,1
56,116870,part_time,single,121.81688659838878,11,0.9993641189734483,1,desktop,organic_search,1
48,41398,part_time,married,93.16217854169054,6,0.8831747697826395,0,desktop,social_media_ad,1
35,54650,part_time,married,109.66798558915912,7,0.8602864957337806,0,desktop,friend_referral,1
53,41292,full_time,single,123.7734796431069,7,0.5552086822384292,0,mobile,friend_referral,1
19,23159,unemployed,single,81.47708393412874,11,0.4020175042965356,1,tablet,social_media_ad,1
31,118162,contractor,single,80.21914278386862,11,0.5355922528599265,0,tablet,organic_search,0
30,82766,part_time,single,105.50408989460767,13,0.8738800690443372,0,desktop,social_media_ad,1
46,114887,unemployed,single,75.301162134393,10,0.4643687191394483,1,mobile,friend_referral,1
29,37065,part_time,divorced,63.683500005979525,9,0.5776710248945789,0,tablet,organic_search,1
56,41638,full_time,married,123.49291460017098,8,0.7375031625879094,1,tablet,friend_referral,1
19,21073,full_time,single,126.9779705133135,7,0.7478861802646137,1,mobile,social_media_ad,1
49,66511,unemployed,divorced,76.3996089157364,13,0.7257932142671786,0,tablet,organic_search,1
30,104307,unemployed,single,71.36026477839457,14,0.9885300972247247,1,mobile,social_media_ad,1
63,49320,unemployed,divorced,86.93620596726853,8,0.4073713573905383,0,tablet,social_media_ad,1
44,89876,full_time,single,125.05616704239132,12,0.6925591060475645,0,mobile,social_media_ad,1
58,54924,full_time,married,91.78523094843712,12,0.7026523721967042,1,desktop,friend_referral,1
34,101720,contractor,single,101.89390035429622,5,0.5759932798725702,0,tablet,organic_search,1
57,60734,unemployed,single,106.49843482056062,4,0.7150427653952637,0,tablet,organic_search,1
48,88116,contractor,married,103.47695604717238,15,0.8039679044803454,1,tablet,friend_referral,1
51,60025,part_time,married,129.88142288006836,10,0.8036535445903479,0,mobile,organic_search,1
41,114503,contractor,single,85.60217942554523,10,0.4527141854450144,0,tablet,organic_search,1
62,22159,part_time,married,97.95586458097166,14,0.88147598839874,0,tablet,social_media_ad,1
52,68940,part_time,married,104.64851399194738,10,0.9584258980514285,0,mobile,social_media_ad,1
65,99436,contractor,divorced,99.02008597668619,6,0.4741671147775581,0,tablet,friend_referral,1
23,96976,unemployed,married,75.61797584977914,9,0.6499841714231922,1,tablet,organic_search,1
36,34678,part_time,married,70.54928966279935,10,0.7070501366722317,1,mobile,friend_referral,1
47,81075,unemployed,single,70.130454449897,10,0.48089301360634784,0,mobile,friend_referral,0
24,67204,full_time,single,114.52509499684922,11,0.7020304301314326,0,mobile,friend_referral,0
27,32021,part_time,divorced,83.59194018621298,13,0.524115301974629,1,tablet,friend_referral,1
58,26772,full_time,single,109.38549807882607,7,0.9612165744572715,1,desktop,social_media_ad,1
49,87163,contractor,married,101.73486075636413,4,0.6690822050955458,0,mobile,friend_referral,0
51,93755,unemployed,married,80.50285728956709,6,0.9969407508080286,0,tablet,organic_search,1
45,43464,contractor,married,81.00201861640859,4,0.4279066889604798,0,desktop,social_media_ad,1
32,71137,part_time,single,102.68026320828196,10,0.4765484466172989,0,desktop,social_media_ad,1
47,50232,full_time,married,101.55369419124591,7,0.6659264803239288,0,mobile,friend_referral,1
54,81497,part_time,married,109.84064472554148,11,0.9246155709591595,0,mobile,social_media_ad,1
46,94024,contractor,divorced,90.84990884442817,14,0.7331354742167059,0,mobile,social_media_ad,1
39,71448,unemployed,divorced,83.06584441984609,14,0.8394059323894039,0,mobile,social_media_ad,0
21,104517,unemployed,divorced,102.19741049990569,8,0.6541378943497285,0,mobile,social_media_ad,1
37,20901,part_time,single,128.39838248893224,9,0.42430722150879674,0,tablet,social_media_ad,1
49,107980,part_time,married,62.46641866200762,5,0.7886875350602789,0,tablet,social_media_ad,1
53,103597,full_time,married,84.01894656052507,6,0.7804008742790339,1,mobile,organic_search,1
21,22881,contractor,married,111.8088028456684,9,0.44285681929375076,1,tablet,social_media_ad,1
44,49863,part_time,divorced,104.32971268974482,13,0.5025288815429716,1,mobile,social_media_ad,0
34,25622,full_time,married,112.10038587647017,11,0.6856934793326914,0,mobile,friend_referral,0
29,21378,part_time,married,91.40689950740426,12,0.6679825526463858,0,desktop,social_media_ad,1
39,103168,unemployed,married,67.761679653826,16,0.8514505002275552,0,mobile,social_media_ad,1
34,113847,full_time,married,133.42985435733317,13,0.6324478821530101,0,desktop,friend_referral,1
27,91186,full_time,married,121.67671779821794,6,0.7979801432953988,1,tablet,organic_search,1
18,65201,part_time,single,99.51643685157754,14,0.8226541240286545,0,mobile,organic_search,0
39,79251,contractor,married,83.16678766058077,10,0.7870023157155177,1,desktop,social_media_ad,1
43,92572,unemployed,single,90.18864850717324,15,0.7576753431426722,0,desktop,organic_search,1
35,59255,contractor,married,104.5816702361952,12,0.88341008839111,1,tablet,organic_search,1
31,83212,full_time,single,94.96735466628087,15,0.794264184090226,0,desktop,organic_search,1
64,70210,contractor,married,99.71001670969896,12,0.9005106078473945,1,mobile,organic_search,1
46,42499,full_time,married,132.20274408351742,8,0.782011316070045,0,mobile,social_media_ad,1
29,71628,contractor,married,118.47350426599043,10,0.4953838101245736,0,desktop,social_media_ad,1
53,81360,part_time,married,76.58443062666727,7,0.5856672438342021,1,mobile,friend_referral,1
